locus,gene_name,chr,orientation,start,end,goi
AT1G61105,AT1G61105,1,R,22513585,22514492,False
AT1G61110,NAC025,1,F,22516602,22518287,False
AT1G61120,TPS04,1,F,22523637,22528811,False
AT1G61130,SCPL32,1,R,22529024,22531784,False
AT1G61140,EDA16,1,R,22534717,22540850,False
AT1G61150,AT1G61150,1,F,22542524,22544644,False
AT1G61160,AT1G61160,1,R,22544868,22546230,False
AT1G61165,AT1G61165,1,F,22548136,22548243,False
AT1G61170,AT1G61170,1,F,22549638,22550675,False
AT1G61180,UNI,1,F,22551332,22554649,False
AT1G61190,AT1G61190,1,F,22557602,22560687,False
AT1G61200,AT1G61200,1,R,22563033,22563420,False
AT1G61210,DWA3,1,F,22564495,22571907,False
AT1G61215,BRD4,1,F,22572645,22575527,False
AT1G61224,MIR842A,1,F,22577113,22577219,False
AT1G61226,MIR846A,1,F,22577417,22577691,False
AT1G61230,AT1G61230,1,F,22578951,22580781,False
AT1G61240,AT1G61240,1,F,22581466,22585212,False
AT1G61250,SC3,1,F,22585838,22588969,False
AT1G61255,AT1G61255,1,R,22589151,22589691,False
AT1G61260,AT1G61260,1,R,22593465,22595069,False
AT1G61270,LHT3,1,R,22599665,22602140,False
AT1G61275,U12,1,F,22603121,22603295,False
AT1G61280,AT1G61280,1,F,22603586,22604081,False
AT1G61290,SYP124,1,F,22605009,22606216,False
AT1G61300,AT1G61300,1,R,22607466,22610273,False
AT1G61310,AT1G61310,1,R,22613063,22615943,False
AT1G61320,AT1G61320,1,F,22617370,22619853,False
AT1G61330,AT1G61330,1,F,22622975,22624527,False
AT1G61340,FBS1,1,F,22628265,22630009,False
AT1G61350,AT1G61350,1,F,22633882,22635894,False
AT1G61353,AT1G61353,1,R,22636595,22636768,False
AT1G61360,AT1G61360,1,R,22637728,22641825,False
AT1G61370,AT1G61370,1,R,22642096,22645147,False
AT1G61380,SD1-29,1,R,22646072,22649521,False
AT1G61390,AT1G61390,1,R,22650338,22654395,False
AT1G61400,AT1G61400,1,R,22654596,22657774,False
AT1G61410,AT1G61410,1,R,22658552,22659461,False
AT1G61415,AT1G61415,1,F,22659631,22660967,False
AT1G61420,AT1G61420,1,R,22660460,22663963,False
AT1G61430,AT1G61430,1,R,22664669,22668360,False
AT1G61440,AT1G61440,1,R,22669245,22672323,False
AT1G61450,AT1G61450,1,F,22673259,22673993,False
AT1G61460,AT1G61460,1,R,22674198,22677713,False
AT1G61470,CAF1e,1,F,22678185,22679021,False
AT1G61475,AT1G61475,1,R,22679770,22680771,False
AT1G61480,AT1G61480,1,R,22681316,22684475,False
AT1G61490,AT1G61490,1,R,22685154,22688267,False
AT1G61500,AT1G61500,1,R,22689729,22692881,False
AT1G61510,AT1G61510,1,R,22694841,22697374,False
AT1G61520,LHCA3,1,F,22699715,22701383,False
AT1G61540,AT1G61540,1,F,22702498,22703706,False
AT1G61542,AT1G61542,1,F,22704010,22704396,False
AT1G61550,AT1G61550,1,R,22704198,22707826,False
AT1G61560,MLO6,1,R,22708604,22712210,False
AT1G61563,RALFL8,1,R,22714921,22715448,False
AT1G61566,RALFL9,1,R,22717060,22717610,False
AT1G61570,TIM13,1,R,22718705,22719516,False
AT1G61575,AT1G61575,1,F,22720078,22720567,False
AT1G61580,RPL3B,1,R,22720692,22723152,False
AT1G61590,PBL15,1,R,22723501,22726074,False
AT1G61600,AT1G61600,1,F,22729816,22731182,False
AT1G61610,AT1G61610,1,F,22733472,22736509,False
AT1G61620,CSU1,1,F,22737543,22739430,False
AT1G61630,ENT7,1,F,22744207,22746111,False
AT1G61640,AT1G61640,1,R,22746372,22749184,False
AT1G61650,AT1G61650,1,R,22750965,22751562,False
AT1G61660,AtbHLH112,1,R,22753715,22756300,False
AT1G61665,AT1G61665,1,R,22701490,22701746,False
AT1G61667,AT1G61667,1,F,22767663,22768501,False
AT1G61670,AT1G61670,1,F,22770029,22772426,False
AT1G61680,TPS14,1,R,22772315,22774720,False
AT1G61685,AT1G61685,1,R,22778207,22778323,False
AT1G61688,AT1G61688,1,R,22780733,22781388,False
AT1G61690,FYVE4,1,R,22782607,22786859,False
AT1G61700,AT1G61700,1,F,22787012,22788333,False
AT1G61710,AT1G61710,1,R,22788859,22790576,False
AT1G61720,BAN,1,R,22791168,22792800,False
AT1G61730,AT1G61730,1,R,22793219,22794703,False
AT1G61732,MIR776A,1,F,22795618,22795735,False
AT1G61740,AT1G61740,1,R,22798069,22801073,False
AT1G61750,AT1G61750,1,R,22804613,22806318,False
AT1G61760,AT1G61760,1,R,22807440,22808114,False
AT1G61770,AT1G61770,1,F,22810165,22812607,False
AT1G61780,AT1G61780,1,R,22812615,22814153,False
AT1G61790,OST3/6,1,F,22814390,22815430,False
AT1G61795,AT1G61795,1,F,22819632,22821029,False
AT1G61800,AT1G61800,1,F,22824440,22826774,False
AT1G61810,BGLU45,1,F,22830015,22834728,False
AT1G61820,BGLU46,1,F,22835078,22838615,False
AT1G61830,AT1G61830,1,F,22839992,22841860,False
AT1G61840,AT1G61840,1,F,22847389,22849833,False
AT1G61850,PLAI,1,F,22856188,22862359,False
AT1G61860,PBL41,1,R,22862857,22864619,False
AT1G61870,PPR336,1,R,22865004,22866615,False
AT1G61880,AT1G61880,1,R,22866758,22866829,False
AT1G61890,AT1G61890,1,R,22867770,22871280,False
AT1G61900,AT1G61900,1,R,22882215,22885053,False
AT1G61910,AT1G61910,1,F,22887090,22887169,False
AT1G61920,AT1G61920,1,F,22888452,22889037,False
AT1G61930,S40-6,1,F,22893101,22893976,False
AT1G61940,AT1G61940,1,R,22897399,22898575,False
AT1G61950,CPK19,1,F,22899417,22901946,False
AT1G61960,mTERF28,1,F,22902150,22903837,False
AT1G61970,mTERF29,1,F,22904486,22907630,False
AT1G61980,mTERF30,1,F,22908045,22909588,False
AT1G61990,mTERF13,1,F,22911205,22912935,False
AT1G62000,TBA1,1,F,22913441,22914146,False
AT1G62010,mTERF14,1,F,22915745,22917330,False
AT1G62020,alpha1-COP,1,F,22919534,22924024,False
AT1G62030,AT1G62030,1,R,22924250,22926598,False
AT1G62035,AT1G62035,1,R,22930089,22930204,False
AT1G62040,ATG8C,1,F,22932760,22934549,False
AT1G62045,AT1G62045,1,R,22934688,22935343,False
AT1G62050,AT1G62050,1,R,22936127,22939024,False
AT1G62055,AT1G62055,1,R,22940331,22940864,False
AT1G62060,TBA2,1,R,22941569,22942300,False
AT1G62070,AT1G62070,1,F,22943594,22944289,False
AT1G62075,AT1G62075,1,R,22944721,22945242,False
AT1G62080,TBA3,1,R,22946242,22946949,False
AT1G62085,mTERF24,1,R,22948757,22950142,False
AT1G62090,AT1G62090,1,R,22950681,22955118,False
AT1G62095,AT1G62095,1,R,22955926,22956483,False
AT1G62110,mTERF31,1,R,22957876,22959711,False
AT1G62120,mTERF32,1,R,22960191,22961779,False
AT1G62130,AT1G62130,1,R,22962340,22968920,False
AT1G62150,mTERF20,1,R,22970029,22971764,False
AT1G62160,AT1G62160,1,F,22972352,22973303,False
AT1G62170,AT1G62170,1,F,22973840,22975754,False
AT1G62180,APR2,1,R,22975530,22977625,False
AT1G62181,AT1G62181,1,F,22977712,22977813,False
AT1G62190,AT1G62190,1,F,22980976,22982007,False
AT1G62200,AT1G62200,1,R,22982036,22984359,False
AT1G62210,AT1G62210,1,F,22986002,22986861,False
AT1G62214,AT1G62214,1,R,22987483,22987938,False
AT1G62220,AT1G62220,1,F,22988196,22988844,False
AT1G62225,AT1G62225,1,R,22989550,22990341,False
AT1G62230,AT1G62230,1,R,22990975,22991679,False
AT1G62240,AT1G62240,1,F,22994583,22995471,False
AT1G62250,AT1G62250,1,R,22995437,22997613,False
AT1G62260,MEF9,1,R,22997826,22999796,False
AT1G62262,SLAH4,1,R,23000157,23002093,False
AT1G62270,AT1G62270,1,F,23004499,23005650,False
AT1G62280,SLAH1,1,R,23007147,23008585,False
AT1G62290,PaspA2,1,R,23009911,23013529,False
AT1G62300,WRKY6,1,R,23016683,23019279,False
AT1G62301,AT1G62301,1,R,23020515,23020685,False
AT1G62305,AT1G62305,1,R,23026776,23029339,False
AT1G62310,JMJ29,1,R,23036039,23039609,False
AT1G62320,AT1G62320,1,R,23041668,23044855,False
AT1G62330,AT1G62330,1,F,23046893,23050193,False
AT1G62333,AT1G62333,1,F,23050445,23050940,False
AT1G62340,ALE1,1,R,23051002,23055672,False
AT1G62350,AT1G62350,1,F,23056653,23058114,False
AT1G62355,MIR413,1,F,23058034,23058156,False
AT1G62360,STM,1,R,23058582,23061722,False
AT1G62370,AT1G62370,1,F,23072575,23073189,False
AT1G62380,ACO2,1,F,23082170,23084253,False
AT1G62390,Phox2,1,R,23084293,23087127,False
AT1G62400,HT1,1,F,23090243,23091589,False
AT1G62410,AT1G62410,1,F,23092915,23093869,False
AT1G62420,RXR3,1,R,23102793,23104647,False
AT1G62421,AT1G62421,1,F,23099484,23099889,False
AT1G62422,AT1G62422,1,R,23100139,23101033,False
AT1G62430,CDS1,1,R,23105941,23109476,False
AT1G62440,LRX2,1,F,23111818,23115293,False
AT1G62450,AT1G62450,1,R,23115958,23117370,False
AT1G62460,AT1G62460,1,F,23118657,23123058,False
AT1G62480,AT1G62480,1,F,23128705,23129759,False
AT1G62490,mTERF25,1,R,23130405,23131533,False
AT1G62500,DEG27,1,F,23132045,23133502,False
AT1G62510,AT1G62510,1,R,23136369,23137191,False
AT1G62520,AT1G62520,1,F,23144412,23145509,False
AT1G62530,AT1G62530,1,R,23146332,23148367,False
AT1G62540,AT1G62540,1,F,23151794,23155717,False
AT1G62550,AT1G62550,1,F,23156931,23157297,False
AT1G62560,FMO GS-OX3,1,F,23159823,23162649,False
AT1G62570,FMO GS-OX4,1,F,23169136,23172105,False
AT1G62580,NOGC1,1,F,23173333,23176931,False
AT1G62590,PPR-AC,1,R,23176930,23179248,False
AT1G62600,AT1G62600,1,F,23179477,23181519,False
AT1G62610,AT1G62610,1,R,23181463,23183227,False
AT1G62620,AT1G62620,1,F,23182644,23184991,False
AT1G62630,AT1G62630,1,F,23185912,23188593,False
AT1G62640,KAS III,1,F,23192228,23195103,False
AT1G62650,AT1G62650,1,F,23195353,23195721,False
AT1G62660,VI1,1,F,23199718,23203765,False
AT1G62670,RPF2,1,R,23204773,23206665,False
AT1G62680,AT1G62680,1,R,23207090,23209913,False
AT1G62690,AT1G62690,1,R,23210441,23211389,False
AT1G62695,AT1G62695,1,F,23211745,23212724,False
AT1G62700,ANAC026,1,R,23216218,23217916,False
AT1G62710,BETA-VPE,1,R,23223874,23226916,False
AT1G62720,NG1,1,F,23227532,23229150,False
AT1G62730,AT1G62730,1,R,23229059,23230736,False
AT1G62740,Hop2,1,F,23230956,23233543,False
AT1G62750,SCO1,1,R,23233434,23236447,False
AT1G62760,AtPMEI10,1,R,23237574,23238512,False
AT1G62766,AT1G62766,1,R,23240661,23242889,False
AT1G62770,PMEI9,1,R,23245886,23246890,False
AT1G62780,AT1G62780,1,R,23249145,23251105,False
AT1G62790,LTPG7,1,F,23252313,23253743,False
AT1G62800,ASP4,1,R,23253703,23257463,False
AT1G62810,CuAO1,1,R,23257726,23261966,False
AT1G62820,CML14,1,R,23263671,23264349,False
AT1G62830,LDL1,1,R,23264490,23267202,False
AT1G62835,AT1G62835,1,R,23267976,23268534,False
AT1G62840,AT1G62840,1,F,23271416,23272578,False
AT1G62850,AT1G62850,1,R,23271703,23274302,False
AT1G62860,AT1G62860,1,R,23274676,23277017,False
AT1G62863,AT1G62863,1,F,23279166,23279333,False
AT1G62870,AT1G62870,1,R,23284012,23286760,False
AT1G62880,Cnih3,1,F,23291929,23295266,False
AT1G62886,AT1G62886,1,F,23294413,23294710,False
AT1G62890,AT1G62890,1,F,23294977,23295564,False
AT1G62900,AT1G62900,1,F,23297720,23298682,False
AT1G62910,RFL9,1,F,23299057,23300958,False
AT1G62914,AT1G62914,1,F,23301576,23303162,False
AT1G62920,AT1G62920,1,F,23304313,23306374,False
AT1G62930,RPF3,1,F,23306534,23308683,False
AT1G62935,AT1G62935,1,R,23308880,23309410,False
AT1G62940,ACOS5,1,F,23310535,23312747,False
AT1G62950,AT1G62950,1,F,23315294,23318234,False
AT1G62960,ACS10,1,R,23318187,23320316,False
AT1G62970,SDJ3,1,F,23323317,23326053,False
AT1G62975,AT1G62975,1,F,23328850,23330776,False
AT1G62978,AT1G62978,1,R,23331462,23331608,False
AT1G62980,EXPA18,1,F,23331676,23333110,False
AT1G62981,AT1G62981,1,F,23333632,23335395,False
AT1G62990,KNAT7,1,F,23337365,23340688,False
AT1G63000,NRS/ER,1,F,23342393,23344113,False
AT1G63005,MIR399B,1,R,23345377,23345511,False
AT1G63010,VPT1,1,R,23347561,23352697,False
AT1G63020,NRPD1A,1,R,23354685,23362564,False
AT1G63030,ddf2,1,R,23367407,23368410,False
AT1G63040,AT1G63040,1,F,23371327,23372073,False
AT1G63050,LPLAT2,1,R,23375884,23378291,False
AT1G63055,AT1G63055,1,F,23379665,23380669,False
AT1G63057,AT1G63057,1,F,23379665,23382989,False
AT1G63060,AT1G63060,1,F,23384043,23385042,False
AT1G63070,AT1G63070,1,R,23385324,23387167,False
AT1G63080,AT1G63080,1,R,23387631,23390816,False
AT1G63090,PP2-A11,1,R,23391063,23392851,False
AT1G63100,SCL28,1,R,23399391,23401367,False
AT1G63105,AT1G63105,1,F,23404141,23404509,False
AT1G63110,AT1G63110,1,F,23404821,23408052,False
AT1G63120,RBL2,1,R,23408876,23410815,False
AT1G63130,RPF6,1,F,23412730,23415149,False
AT1G63140,AT1G63140,1,F,23417494,23419007,False
AT1G63150,AT1G63150,1,F,23419396,23421579,False
AT1G63160,RFC2,1,R,23421864,23423828,False
AT1G63170,AT1G63170,1,F,23425352,23427311,False
AT1G63180,UGE3,1,R,23427409,23429603,False
AT1G63190,AT1G63190,1,F,23431835,23433002,False
AT1G63200,AT1G63200,1,R,23433630,23434600,False
AT1G63205,AT1G63205,1,R,23437689,23438677,False
AT1G63206,AT1G63206,1,F,23439642,23440931,False
AT1G63210,SPT6,1,F,23443688,23447354,False
AT1G63220,AT1G63220,1,F,23448919,23450452,False
AT1G63230,AT1G63230,1,F,23450654,23452311,False
AT1G63240,RMB1,1,R,23456021,23458661,False
AT1G63245,CLE14,1,R,23460529,23460771,False
AT1G63250,AT1G63250,1,R,23463069,23466451,False
AT1G63260,TET10,1,R,23466746,23469204,False
AT1G63270,ABCI1,1,R,23469664,23471237,False
AT1G63280,AT1G63280,1,F,23471343,23471705,False
AT1G63290,AT1G63290,1,R,23471849,23473639,False
AT1G63295,AT1G63295,1,R,23474069,23475532,False
AT1G63300,AT1G63300,1,F,23482193,23486220,False
AT1G63310,AT1G63310,1,R,23486307,23487085,False
AT1G63320,AT1G63320,1,R,23488884,23489530,False
AT1G63330,AT1G63330,1,F,23489840,23491519,False
AT1G63340,AT1G63340,1,R,23491882,23494019,False
AT1G63350,AT1G63350,1,R,23494935,23497631,False
AT1G63360,AT1G63360,1,R,23499515,23502169,False
AT1G63370,AT1G63370,1,R,23503205,23505358,False
AT1G63380,AT1G63380,1,F,23505557,23506504,False
AT1G63390,AT1G63390,1,R,23506507,23506983,False
AT1G63400,AT1G63400,1,F,23507320,23509053,False
AT1G63410,AT1G63410,1,R,23510075,23511997,False
AT1G63420,AT1G63420,1,F,23515874,23518910,False
AT1G63430,AT1G63430,1,F,23522497,23526832,False
AT1G63440,HMA5,1,F,23527655,23531109,False
AT1G63450,RHS8,1,F,23531409,23534569,False
AT1G63460,GPX8,1,F,23535016,23536467,False
AT1G63470,AHL5,1,R,23536519,23539220,False
AT1G63480,AHL12,1,R,23539557,23542137,False
AT1G63490,JMJ17,1,R,23544656,23552030,False
AT1G63500,BSK7,1,F,23555686,23558899,False
AT1G63510,AT1G63510,1,R,23559187,23559258,False
AT1G63520,AT1G63520,1,F,23559887,23562143,False
AT1G63522,AT1G63522,1,R,23562205,23562482,False
AT1G63530,AT1G63530,1,F,23563315,23565555,False
AT1G63535,AT1G63535,1,R,23566045,23566227,False
AT1G63540,AT1G63540,1,F,23566958,23569495,False
AT1G63550,AT1G63550,1,F,23569538,23571107,False
AT1G63560,AT1G63560,1,F,23573094,23574278,False
AT1G63570,AT1G63570,1,F,23575450,23576304,False
AT1G63580,AT1G63580,1,F,23577333,23578254,False
AT1G63590,AT1G63590,1,F,23579896,23580702,False
AT1G63600,AT1G63600,1,F,23581712,23582624,False
AT1G63610,DUF760-3,1,R,23583521,23585727,False
AT1G63630,AT1G63630,1,F,23587005,23588421,False
AT1G63640,AT1G63640,1,R,23589043,23595821,False
AT1G63650,EGL3,1,F,23599413,23602902,False
AT1G63660,AT1G63660,1,R,23603935,23607275,False
AT1G63670,TRM12,1,R,23607422,23610653,False
AT1G63680,MURE,1,F,23614437,23617767,False
AT1G63690,SPPL2,1,F,23618378,23622396,False
AT1G63700,YDA,1,R,23624666,23629112,False
AT1G63710,CYP86A7,1,R,23632178,23633942,False
AT1G63720,AT1G63720,1,R,23635856,23637529,False
AT1G63730,AT1G63730,1,F,23641770,23645132,False
AT1G63740,AT1G63740,1,F,23645429,23648973,False
AT1G63750,AT1G63750,1,F,23650848,23655363,False
AT1G63760,ARI6,1,F,23655713,23657612,False
AT1G63770,AT1G63770,1,R,23657506,23664677,False
AT1G63780,IMP4,1,R,23664834,23667367,False
AT1G63790,AT1G63790,1,R,23667485,23667556,False
AT1G63800,UBC5,1,R,23667616,23669080,False
AT1G63810,AT1G63810,1,R,23669532,23675898,False
AT1G63820,AT1G63820,1,R,23682422,23684367,False
AT1G63830,AT1G63830,1,F,23685093,23687363,False
AT1G63835,AT1G63835,1,R,23688964,23689443,False
AT1G63840,AT1G63840,1,R,23689697,23690807,False
AT1G63850,AT1G63850,1,F,23696962,23698708,False
AT1G63855,AT1G63855,1,R,23699369,23700967,False
AT1G63860,AT1G63860,1,R,23701484,23706005,False
AT1G63870,AT1G63870,1,R,23707131,23711901,False
AT1G63880,AT1G63880,1,R,23712276,23716124,False
AT1G63900,DAL1,1,F,23716643,23719337,False
AT1G63910,AtMYB103,1,R,23719783,23721774,False
AT1G63920,AT1G63920,1,F,23726506,23727581,False
AT1G63930,ROH1,1,F,23727891,23729333,False
AT1G63940,MDAR6,1,F,23729979,23733892,False
AT1G63950,AtHMP13,1,F,23734997,23735556,False
AT1G63960,AT1G63960,1,F,23738201,23738506,False
AT1G63970,ISPF,1,R,23738691,23740364,False
AT1G63980,AT1G63980,1,F,23740516,23743302,False
AT1G63990,SPO11-2,1,R,23742842,23745374,False
AT1G64000,WRKY56,1,F,23747304,23749053,False
AT1G64010,AT1G64010,1,R,23750884,23751441,False
AT1G64020,AT1G64020,1,R,23751756,23752121,False
AT1G64030,SRP3,1,R,23752873,23754348,False
AT1G64035,AT1G64035,1,R,23755496,23757736,False
AT1G64040,TOPP3,1,R,23758283,23760558,False
AT1G64050,AT1G64050,1,F,23762353,23766168,False
AT1G64060,RBOH F,1,F,23769774,23776931,False
AT1G64065,AT1G64065,1,F,23778353,23779529,False
AT1G64070,RLM1,1,F,23779949,23783449,False
AT1G64080,MAKR2,1,R,23785021,23786800,False
AT1G64090,RTNLB3,1,F,23789062,23790976,False
AT1G64100,AT1G64100,1,F,23791585,23795563,False
AT1G64105,NAC027,1,F,23795050,23795642,False
AT1G64107,AT1G64107,1,R,23796203,23796555,False
AT1G64110,DAA1,1,R,23796719,23801725,False
AT1G64120,AT1G64120,1,F,23802553,23802636,False
AT1G64130,AT1G64130,1,F,23802559,23803533,False
AT1G64140,AT1G64140,1,R,23803793,23807159,False
AT1G64142,AT1G64142,1,R,23803793,23807159,False
AT1G64150,BICAT1,1,R,23808909,23812677,False
AT1G64160,DIR5,1,F,23814010,23814839,False
AT1G64170,CHX16,1,R,23815239,23818293,False
AT1G64180,AT1G64180,1,F,23821516,23824359,False
AT1G64185,GLXI-like;5,1,F,23824514,23825383,False
AT1G64190,PGD1,1,R,23825328,23827136,False
AT1G64195,PDFL1.1,1,R,23827711,23828048,False
AT1G64200,VHA-E3,1,R,23828526,23830002,False
AT1G64210,AT1G64210,1,F,23831033,23832863,False
AT1G64220,TOM7-2,1,R,23833088,23833321,False
AT1G64230,UBC28,1,F,23833551,23835536,False
AT1G64235,AT1G64235,1,F,23836249,23836620,False
AT1G64240,AT1G64240,1,F,23837561,23839897,False
AT1G64250,AT1G64250,1,F,23840888,23843251,False
AT1G64255,AT1G64255,1,F,23844954,23847206,False
AT1G64260,AT1G64260,1,F,23847756,23849915,False
AT1G64270,AT1G64270,1,F,23850572,23852785,False
AT1G64280,NPR1,1,R,23852748,23855566,False
AT1G64290,AT1G64290,1,R,23857178,23858488,False
AT1G64295,AT1G64295,1,R,23859554,23860624,False
AT1G64300,AtMLKL1,1,F,23863066,23866045,False
AT1G64310,OTP71,1,F,23866053,23867711,False
AT1G64320,AT1G64320,1,F,23869036,23870548,False
AT1G64330,AT1G64330,1,F,23870905,23874198,False
AT1G64340,AT1G64340,1,F,23878125,23881073,False
AT1G64350,SEH1H,1,F,23881512,23883297,False
AT1G64355,AT1G64355,1,F,23886084,23887212,False
AT1G64360,SAQR,1,F,23887870,23888533,False
AT1G64370,PARCL,1,F,23888920,23889661,False
AT1G64380,ERF61,1,R,23890646,23892173,False
AT1G64385,AT1G64385,1,F,23900035,23902281,False
AT1G64390,GH9C2,1,F,23911119,23915229,False
AT1G64400,LACS3,1,R,23915598,23919783,False
AT1G64405,AT1G64405,1,F,23923732,23924336,False
AT1G64410,AT1G64410,1,R,23926393,23932203,False
AT1G64420,AT1G64420,1,F,23933137,23933209,False
AT1G64430,AT1G64430,1,F,23933380,23936867,False
AT1G64440,RHD1,1,F,23937030,23939899,False
AT1G64450,AT1G64450,1,R,23941598,23942846,False
AT1G64460,PI4Kgamma2,1,R,23943499,23944680,False
AT1G64470,AT1G64470,1,R,23944722,23945772,False
AT1G64480,CBL8,1,R,23948028,23949751,False
AT1G64490,AT1G64490,1,F,23952133,23952713,False
AT1G64500,THRUMIN1,1,F,23953233,23954492,False
AT1G64510,PRPS6,1,R,23954803,23956255,False
AT1G64520,RPN12a,1,F,23956386,23958322,False
AT1G64530,NLP6,1,F,23959661,23963081,False
AT1G64540,AT1G64540,1,F,23966909,23968425,False
AT1G64550,ABCF3,1,F,23968779,23973614,False
AT1G64560,AT1G64560,1,F,23973729,23974177,False
AT1G64561,AT1G64561,1,R,23974041,23974775,False
AT1G64563,AT1G64563,1,R,23975085,23978335,False
AT1G64570,DUO3,1,F,23978868,23983925,False
AT1G64572,AT1G64572,1,F,23984011,23984795,False
AT1G64580,AT1G64580,1,R,23984790,23986731,False
AT1G64583,AT1G64583,1,R,23987051,23988740,False
AT1G64585,RTFL22,1,R,23989933,23990097,False
AT1G64590,AT1G64590,1,F,23993533,23995509,False
AT1G64600,AT1G64600,1,F,23995971,23998720,False
AT1G64610,AT1G64610,1,R,23998725,24001950,False
AT1G64618,AT1G64618,1,F,24005900,24006393,False
AT1G64620,DOF1.8,1,F,24006992,24008694,False
AT1G64625,LHL3,1,F,24016643,24019271,False
AT1G64628,AT1G64628,1,F,24019490,24022310,False
AT1G64630,WNK10,1,F,24019490,24022310,False
AT1G64640,ENODL8,1,R,24022285,24023196,False
AT1G64650,AT1G64650,1,R,24023498,24026421,False
AT1G64660,MGL,1,F,24028918,24030780,False
AT1G64670,AT1G64670,1,R,24030820,24033556,False
AT1G64680,AT1G64680,1,F,24036021,24037401,False
AT1G64690,AT1G64690,1,F,24038034,24039177,False
AT1G64700,AT1G64700,1,R,24039810,24040595,False
AT1G64710,AT1G64710,1,F,24044545,24046552,False
AT1G64720,CP5,1,R,24046553,24048622,False
AT1G64730,AT1G64730,1,F,24048864,24049160,False
AT1G64740,TUA1,1,F,24050006,24052487,False
AT1G64750,DSS1(I),1,R,24052362,24053908,False
AT1G64760,ZET,1,R,24054143,24056414,False
AT1G64770,PnsB2,1,F,24057063,24059561,False
AT1G64780,AMT1;2,1,R,24060770,24062630,False
AT1G64790,ILA,1,R,24064937,24083428,False
AT1G64800,AT1G64800,1,F,24085086,24085433,False
AT1G64810,APO1,1,F,24086558,24088538,False
AT1G64820,AT1G64820,1,F,24088605,24090558,False
AT1G64830,AT1G64830,1,R,24091271,24092566,False
AT1G64840,AtFDA3,1,F,24093558,24095399,False
AT1G64850,AT1G64850,1,R,24096435,24097650,False
AT1G64860,SIGA,1,F,24097913,24100952,False
AT1G64870,AT1G64870,1,F,24102917,24103831,False
AT1G64880,AT1G64880,1,F,24105642,24109146,False
AT1G64890,AT1G64890,1,F,24109542,24111400,False
AT1G64900,CYP89A2,1,F,24113215,24114984,False
AT1G64910,AT1G64910,1,R,24115137,24116747,False
AT1G64920,AT1G64920,1,R,24117440,24118798,False
AT1G64930,CYP89A7,1,F,24120926,24122461,False
AT1G64940,CYP89A6,1,F,24123789,24125324,False
AT1G64950,CYP89A5,1,F,24127561,24129458,False
AT1G64960,CAP-G2,1,F,24129918,24134204,False
AT1G64970,G-TMT,1,R,24134085,24136109,False
AT1G64980,AT1G64980,1,R,24137517,24139276,False
AT1G64990,GTG1,1,R,24139907,24146189,False
